Codigo,Descripcion,Limitada a un Sexo,Limite Inferior de edad,Limite Superior de edad
B418,Otras formas de paracoccidioidomicosis,,,
B419,"Paracoccidioidomicosis, no especificada",,,
B420,Esporotricosis pulmonar,,,
B421,Esporotricosis linfocutanea,,,
B427,Esporotricosis diseminada,,,
B428,Otras formas de esporotricosis,,,
B429,"Esporotricosis, no especificada",,,
B430,Cromomicosis cutanea,,,
B431,Absceso cerebral feomicotico,,,
B432,Absceso y quiste subcutaneo feomicotico,,,
B438,Otras formas de cromomicosis,,,
B439,"Cromomicosis,no especificada",,,
B440,Aspergilosis pulmonar invasiva,,,
B441,Otras aspergilosis pulmonares,,,
B442,Aspergilosis amigdalina,,,
B447,Aspergilosis diseminada,,,
B448,Otras formas de aspergilosis,,,
B449,"Aspergilosis, no especificada",,,
B450,Criptococosis pulmonar,,,
B451,Criptococosis cerebral,,,
B452,Criptococosis cutanea,,,
B453,Criptococosis osea,,,
B457,Criptococosis diseminada,,,
B458,Otras formas de criptococosis,,,
B459,"Criptococosis, no especificada",,,
B460,Mucormicosis pulmonar,,,
B461,Mucormicosis rinocerebral,,,
B462,Mucormicosis gastrointestinal,,,
B463,Mucormicosis cutanea,,,
B464,Mucormicosis diseminada,,,
B465,"Mucormicosis, sin otra especificacion",,,
B468,Otras cigomicosis,,,
B469,"Cigomicosis, no especificada",,,
B470,Eumicetoma,,,
B471,Actinomicetoma,,,
B479,"Micetoma, no especificado",,,
B480,Lobomicosis,,,
B481,Rinosporidiosis,,,
B482,Alesqueriasis,,,
B483,Geotricosis,,,
B484,Penicilosis,,,
B487,Micosis oportunistas,,,
B488,Otras micosis especificadas,,,
B49X,"Micosis, no especificada",,,
B500,Paludismo debido a Plasmodium falciparum con complicaciones cerebrales,,,
B508,Otro paludismo grave y complicado debido a Plasmodium falciparum,,,
B509,"Paludismo debido a Plasmodium falciparum, sin otra especificacion",,,
B510,Paludismo debido a Plasmodium vivax con ruptura esplenica,,,
B518,Paludismo debido a Plasmodium vivax con otras complicaciones,,,
B519,"Paludismo debido a Plasmodium vivax, sin complicaciones",,,
B520,Paludismo debido a Plasmodium malariae con nefropatia,,,
B528,Paludismo debido a Plasmodium malariae con otras complicaciones,,,
B529,"Paludismo debido a Plasmodium malariae, sin complicaciones",,,
B530,Paludismo debido a Plasmodium ovale,,,
B531,Paludismo debido a plasmodios de los simios,,,
B538,"Otro paludismo confirmado parasitologicamente, no clasificado en otra parte",,,
B54X,Paludismo [malaria] no especificado,,,
B550,Leishmaniasis visceral,,,
B551,Leishmaniasis cutanea,,,
B552,Leishmaniasis mucocutanea,,,
B559,"Leishmaniasis, no especificada",,,
B560,Tripanosomiasis gambiense,,,
B561,Tripanosomiasis rhodesiense,,,
B569,"Tripanosomiasis africana, sin otra especificacion",,,
B570,Enfermedad de Chagas aguda que afecta al corazon,,,
B571,Enfermedad de Chagas aguda que no afecta al corazon,,,
B572,Enfermedad de Chagas (cronica) que afecta al corazon,,,
B573,Enfermedad de Chagas (cronica) que afecta al sistema digestivo,,,
B574,Enfermedad de Chagas (cronica) que afecta al sistema nervioso,,,
B575,Enfermedad de Chagas (cronica) que afecta otros organos,,,
B580,Oculopatia debida a toxoplasma,,028D,120A
B581,Hepatitis debida a toxoplasma,,028D,120A
B582,Meningoencefalitis debida a toxoplasma,,028D,120A
B583,Toxoplasmosis pulmonar,,028D,120A
B588,Toxoplasmosis con otro organo afectado,,028D,120A
B589,"Toxoplasmosis, no especificada",,028D,120A
B59X,Neumocistosis,,028D,120A
B600,Babesiosis,,,
B601,Acantamebiasis,,,
B602,Naegleriasis,,,
B608,Otras enfermedades especificadas debidas a protozoarios,,,
B64X,"Enfermedad debida a protozoarios, no especificada",,,
B650,Esquistosomiasis debida a Schistosoma haematobium (esquistosomiasis urinaria),,,
B651,Esquistosomiasis debida a Schistosoma mansoni [esquistosomiasis intestinal],,,
B652,Esquistosomiasis debida a Schistosoma japonicum,,,
B653,Dermatitis por cercarias,,,
B658,Otras esquistosomiasis,,,
B659,"Esquistosomiasis, no especificada",,,
B660,Opistorquiasis,,,
B661,Clonorquiasis,,,
B662,Dicrocoeliasis,,,
B663,Fascioliasis,,,
B664,Paragonimiasis,,,
B665,Fasciolopsiasis,,,
B668,Otras infecciones especificadas debidas a trematodos,,,
B669,"Infeccion debida a trematodos, no especificada",,,
B670,Infeccion del higado debida a Echinococcus granulosus,,,
B671,Infeccion del pulmon debida a Echinococcus granulosus,,,
B672,Infeccion de hueso debida a Echinococcus granulosus,,,
B673,Infeccion de otro organo y de sitios multiples debida a Echinococcus granulosus,,,
B674,"Infeccion debida a Echinococcus granulosus, sin otra especificacion",,,
B675,Infeccion del higado debida a Echinococcus multilocularis,,,
B676,Infeccion de otro organo y de sitios multiples debida a Echinococcus multilocularis,,,
B677,"Infeccion debida a Echinococcus multilocularis, sin otra especificacion",,,
B678,"Equinococosis del higado, no especificada",,,
B679,"Equinococosis, otra y la no especificada",,,
B680,Teniasis debida a Taenia solium,,,
B681,Infeccion debida a Taenia saginata,,,
B689,"Teniasis, no especificada",,,
B690,Cisticercosis del sistema nervioso central,,,
B691,Cisticercosis del ojo,,,
B698,Cisticercosis de otros sitios,,,
B699,"Cisticercosis, no especificada",,,
B700,Difilobotriasis intestinal,,,
B701,Esparganosis,,,
B710,Himenolepiasis,,,
B711,Dipilidiasis,,,
B718,Otras infecciones debidas a cestodos especificadas,,,
B719,"Infecciones debidas a cestodos, no especificada",,,
B72X,Dracontiasis,,,
B73X,Oncocercosis,,,
B740,Filariasis debida a Wuchereria bancrofti,,,
B741,Filariasis debida a Brugia malayi,,,
B742,Filariasis debida a Brugia timori,,,
B743,Loaiasis,,,
B744,Mansoneliasis,,,
B748,Otras filariasis,,,
B749,"Filariasis, no especificada",,,
B75X,Triquinosis,,,
B760,Anquilostomiasis,,,
B761,Necatoriasis,,,
B768,Otras enfermedades debidas a anquilostomas,,,
B769,"Enfermedad debida a anquilostomas, no especificada",,,
B770,Ascariasis con complicaciones intestinales,,,
B778,Ascariasis con otras complicaciones,,,
B779,"Ascariasis, no especificada",,,
B780,Estrongiloidiasis intestinal,,,
B781,Estrongiloidiasis cutanea,,,
B787,Estrongiloidiasis diseminada,,,
B789,"Estrongiloidiasis, no especificada",,,
B79X,Tricuriasis,,,
B80X,Enterobiasis,,,
B810,Anisaquiasis,,,
B811,Capilariasis intestinal,,,
B812,Tricoestrongiliasis,,,
B813,Angioestrongiliasis intestinal,,,
B814,Helmintiasis intestinal mixta,,,
B818,Otras helmintiasis intestinales especificadas,,,
B820,"Helmintiasis intestinal, sin otra especificacion",,,
B829,"Parasitosis intestinal, sin otra especificacion",,,
B830,Larva migrans visceral,,,
B831,Gnatostomiasis,,,
B832,Angioestrongiliasis debida a Parastrongylus cantonensis,,,
B833,Singamiasis,,,
B834,Hirudiniasis interna,,,
B838,Otras helmintiasis especificadas,,,
B839,"Helmintiasis, no especificada",,,
B850,Pediculosis debida a Pediculus humanus capitis,,,
B851,Pediculosis debida a Pediculus humanus corporis,,,
B852,"Pediculosis, sin otra especificacion",,,
B853,Phthiriasis,,,
B854,Pediculosis y phthiriasis mixtas,,,
B86X,Escabiosis,,,
B870,Miasis cutanea,,,
B871,Miasis en heridas,,,
B872,Miasis ocular,,,
B873,Miasis nasofaringea,,,
B874,Miasis aural,,,
B878,Miasis de otros sitios,,,
B879,"Miasis, no especificada",,,
B880,Otras acariasis,,,
B881,Tungiasis [infeccion debida a pulga de arena],,,
B882,Otras infestaciones debidas a artropodos,,,
B883,Hirudiniasis externa,,,
B888,Otras infestaciones especificadas,,,
B889,"Infestacion, no especificada",,,
B89X,"Enfermedad parasitaria, no especificada",,,
B900,Secuelas de tuberculosis del sistema nervioso central,,,
B901,Secuelas de tuberculosis genitourinaria,,,
B902,Secuelas de tuberculosis de huesos y articulaciones,,,
B908,Secuelas de tuberculosis de otros organos especificados,,,
B909,Secuelas de tuberculosis respiratoria y de tuberculosis no especificada,,,
B91X,Secuelas de poliomielitis,,001A,120A
B92X,Secuelas de lepra,,001A,120A
B940,Secuelas de tracoma,,001A,120A
B941,Secuelas de encefalitis viral,,001A,120A
B942,Secuelas de hepatitis viral,,001A,120A
B948,Secuelas de otras enfermedades infecciosas y parasitarias especificadas,,001A,120A
B949,Secuelas de enfermedades infecciosas y parasitarias no especificadas,,001A,120A
B950,"Estreptococo, grupo A, como causa de enfermedades clasificadas en otros capitulos",,,
B951,"Estreptococo, grupo B, como causa de enfermedades clasificadas en otros capitulos",,,
B952,"Estreptococo, grupo D, como causa de enfermedades clasificadas en otros capitulos",,,
B953,Streptococcus pneumoniae como causa de enfermedades clasificadas en otros capitulos,,,
B954,Otros estreptococos como causa de enfermedades clasificadas en otros capitulos,,,
B955,Estreptococo no especificado como causa de enfermedades clasificadas en otros capitulos,,,
B956,Staphylococcus aureus como causa de enfermedades clasificadas en otros capitulos,,,
B957,Otros estafilococos como causa de enfermedades clasificadas en otros capitulos,,,
B958,"Estafilococo no especificado, como causa de enfermedades clasificadas en otros capitulos",,,
B960,Mycoplasma pneumoniae [M. pneumoniae] como causa de enfermedades clasificadas en otros capitulos,,,
B961,Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas en otros capitulos,,,
B962,Escherichia coli [E. coli] como causa de enfermedades clasificadas en otros capitulos,,,
B963,Haemophilus influenzae [H. influenzae] como causa de enfermedades clasificadas en otros capitulos,,,
B964,Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas en otros capitulos,,,
B965,Pseudomonas (aeruginosa) como causa de enfermedades clasificadas en otros capitulos,,,
B966,Bacillus fragilis  [B. fragilis] como causa de enfermedades clasificadas en otros capitulos,,,
B967,Clostridium perfringens [C. perfringens] como causa de enfermedades clasificadas en otros capitulos,,,
B968,Otros agentes bacterianos especificados como causa de enfermedades clasificadas en otros capitulos,,,
B970,Adenovirus como causa de enfermedades clasificadas en otros capitulos,,,
B971,Enterovirus como causa de enfermedades clasificadas en otros capitulos,,,
B972,Coronavirus como causa de enfermedades clasificadas en otros capitulos,,,
B973,Retrovirus como causa de enfermedades clasificadas en otros capitulos,,,
B974,Virus sincicial respiratorio como causa de enfermedades clasificadas en otros capitulos,,,
B975,Reovirus como causa de enfermedades clasificadas en otros capitulos,,,
B976,Parvovirus como causa de enfermedades clasificadas en otros capitulos,,,
B977,Papilomavirus como causa de enfermedades clasificadas en otros capitulos,,,
B978,Otros agentes virales como causa de enfermedades clasificadas en otros capitulos,,,
B980,Helicobacter pylori [H.pylori] como la causa de enfermedades clasificadas en otros capítulos,,,
B981,Vibrio vulnificus como la causa de enfermedades clasificadas en otros capítulos,,,
B99X,Otras enfermedades infecciosas y las no especificadas,,,
C000,"Tumor maligno del labio superior, cara externa",,,
C001,"Tumor maligno del labio inferior, cara externa",,,
C002,"Tumor maligno del labio, cara externa, sin otra especificacion",,,
C003,"Tumor maligno del labio superior, cara interna",,,
C004,"Tumor maligno del labio inferior, cara interna",,,
C005,"Tumor maligno del labio, cara interna, sin otra especificacion",,,
C006,Tumor maligno de la comisura labial,,,
C008,Lesion de sitios contiguos del labio,,,
C009,"Tumor maligno del labio, parte no especificada",,,
C01X,Tumor maligno de la base de la lengua,,,
C020,Tumor maligno de la cara dorsal de la lengua,,,
C021,Tumor maligno del borde de la lengua,,,
C022,Tumor maligno de la cara ventral de la lengua,,,
C023,"Tumor maligno de los dos tercios anteriores de la lengua, parte no especificada",,,
C024,Tumor maligno de la amigdala lingual,,,
C028,Lesion de sitios contiguos de la lengua,,,
C029,"Tumor maligno de la lengua, parte no especificada",,,
C030,Tumor maligno de la encia superior,,,
C031,Tumor maligno de la encia inferior,,,
C039,"Tumor maligno de la encia, parte no especificada",,,
C040,Tumor maligno de la parte anterior del piso de la boca,,,
C041,Tumor maligno de la parte lateral del piso de la boca,,,
C048,Lesion de sitios contiguos del piso de la boca,,,
C049,"Tumor maligno del piso de la boca, parte no especificada",,,
C050,Tumor maligno del paladar duro,,,
C051,Tumor maligno del paladar blando,,,
C052,Tumor maligno de la uvula,,,
C058,Lesion de sitios contiguos del paladar,,,
C059,"Tumor maligno del paladar, parte no especificada",,,
C060,Tumor maligno de la mucosa de la mejilla,,,
C061,Tumor maligno del vestibulo de la boca,,,
C062,Tumor maligno del area retromolar,,,
C068,Lesion de sitios contiguos de otras partes y de las no especificadas de la boca,,,
C069,"Tumor maligno de la boca, parte no especificada",,,
C07X,Tumor maligno de la glandula parotida,,,
C080,Tumor maligno de la glandula submaxilar,,,
C081,Tumor maligno de la glandula sublingual,,,
C088,Lesion de sitios contiguos de las glandulas salivales mayores,,,
C089,"Tumor maligno de glandula salival mayor, no especificada",,,
C090,Tumor maligno de la fosa amigdalina,,,
C091,Tumor maligno del pilar amigdalino (anterior) (posterior),,,
C098,Lesion de sitios contiguos de la amigdala,,,
C099,"Tumor maligno de la amigdala, parte no especificada",,,
C100,Tumor maligno de la valecula,,,
C101,Tumor maligno de la cara anterior de la epiglotis,,,
C102,Tumor maligno de la pared lateral de la orofaringe,,,
C103,Tumor maligno de la pared posterior de la orofaringe,,,
C104,Tumor maligno de la hendidura branquial,,,
C108,Lesion de sitios contiguos de la orofaringe,,,
C109,"Tumor maligno de la orofaringe, parte no especificada",,,
C110,Tumor maligno de la pared superior de la nasofaringe,,,
C111,Tumor maligno de la pared posterior de la nasofaringe,,,
C112,Tumor maligno de la pared lateral de la nasofaringe,,,
C113,Tumor maligno de la pared anterior de la nasofaringe,,,
C118,Lesion de sitios contiguos de la nasofaringe,,,
C119,"Tumor maligno de la nasofaringe, parte no especificada",,,
C12X,Tumor maligno del seno piriforme,,,
C130,Tumor maligno de la region postcricoidea,,,
C131,"Tumor maligno del pliegue aritenoepiglotico, cara hipofaringea",,,
C132,Tumor maligno de la pared posterior de la hipofaringe,,,
C138,Lesion de sitios contiguos de la hipofaringe,,,
C139,"Tumor maligno de la hipofaringe, parte no especificada",,,
C140,"Tumor maligno de la faringe, parte no especificada",,,
C142,Tumor maligno del anillo de Waldeyer,,,
C148,"Lesion de sitios contiguos del labio, de la cavidad bucal y de la faringe",,,
C150,"Tumor maligno del esofago, porcion cervical",,,
C151,"Tumor maligno del esofago, porcion toracica",,,
C152,"Tumor maligno del esofago, porcion abdominal",,,
C153,Tumor maligno del tercio superior del esofago,,,
C154,Tumor maligno del tercio medio del esofago,,,
C155,Tumor maligno del tercio inferior del esofago,,,
C158,Lesion de sitios contiguos del esofago,,,
C159,"Tumor maligno del esofago, parte no especificada",,,
C160,Tumor maligno del cardias,,,
C161,Tumor maligno del fundus gastrico,,,
C162,Tumor maligno del cuerpo del estomago,,,
C163,Tumor maligno del antro pilorico,,,
C164,Tumor maligno del piloro,,,
C165,"Tumor maligno de la curvatura menor del estomago, sin otra especificacion",,,
C166,"Tumor maligno de la curvatura mayor del estomago, sin otra especificacion",,,
C168,Lesion de sitios contiguos del estomago,,,
C169,"Tumor maligno del estomago, parte no especificada",,,
C170,Tumor maligno del duodeno,,,
C171,Tumor maligno del yeyuno,,,
C172,Tumor maligno del ileon,,,
C173,Tumor maligno del diverticulo de Meckel,,,
C178,Lesion de sitios contiguos del intestino delgado,,,
C179,"Tumor maligno del intestino delgado, parte no especificada",,,
C180,Tumor maligno del ciego,,,
C181,Tumor maligno del apendice,,,
C182,Tumor maligno del colon ascendente,,,
C183,Tumor maligno del angulo hepatico,,,
C184,Tumor maligno del colon transverso,,,
C185,Tumor maligno del angulo esplenico,,,
C186,Tumor maligno del colon descendente,,,
C187,Tumor maligno del colon sigmoide,,,
C188,Lesion de sitios contiguos del colon,,,
C189,"Tumor maligno del colon, parte no especificada",,,
C19X,Tumor maligno de la union rectosigmoidea,,,
C20X,Tumor maligno del recto,,,
C210,"Tumor maligno del ano, parte no especificada",,,
